knot_id_base,reproduced_t_standard,reproduced_t_inverse,jones_khovanov_same_representative,orientation_ambiguous
15n006288,False,True,False,False
15n006289,True,False,True,False
15n006290,False,True,False,False
15n006291,True,False,True,False
15n006292,True,False,True,False
15n006293,False,True,False,False
15n006294,True,False,True,False
15n006295,True,False,True,False
15n006296,True,False,True,False
15n006297,True,False,True,False
15n006298,True,True,True,True
15n006299,False,True,False,False
15n006300,False,True,False,False
15n006301,False,True,False,False
15n006302,True,False,True,False
15n006303,False,True,False,False
15n006304,True,False,True,False
15n006305,True,False,True,False
15n006306,True,False,True,False
15n006307,True,False,True,False
15n006308,False,True,False,False
15n006309,True,False,True,False
15n006310,True,False,True,False
15n006311,False,True,False,False
15n006312,True,False,True,False
15n006313,False,True,False,False
15n006314,True,False,True,False
15n006315,False,True,False,False
15n006316,True,False,True,False
15n006317,True,False,True,False
15n006318,True,False,True,False
15n006319,False,True,False,False
15n006320,False,True,False,False
15n006321,True,False,True,False
15n006322,True,False,True,False
15n006323,False,True,False,False
15n006324,True,False,True,False
15n006325,False,True,False,False
15n006326,False,True,False,False
15n006327,True,False,True,False
15n006328,True,False,True,False
15n006329,True,False,True,False
15n006330,True,False,True,False
15n006331,True,False,True,False
15n006332,False,True,False,False
15n006333,True,False,True,False
15n006334,True,False,True,False
15n006335,True,False,True,False
15n006336,True,False,True,False
15n006337,True,False,True,False
15n006338,False,True,False,False
15n006339,True,False,True,False
15n006340,False,True,False,False
15n006341,True,False,True,False
15n006342,True,False,True,False
15n006343,False,True,False,False
15n006344,True,False,True,False
15n006345,True,False,True,False
15n006346,False,True,False,False
15n006347,True,False,True,False
15n006348,False,True,False,False
15n006349,False,True,False,False
15n006350,True,False,True,False
15n006351,False,True,False,False
15n006352,True,False,True,False
15n006353,True,False,True,False
15n006354,True,False,True,False
15n006355,True,False,True,False
15n006356,True,False,True,False
15n006357,True,False,True,False
15n006358,True,False,True,False
15n006359,False,True,False,False
15n006360,True,False,True,False
15n006361,True,False,True,False
15n006362,False,True,False,False
15n006363,True,False,True,False
15n006364,True,False,True,False
15n006365,True,False,True,False
15n006366,False,True,False,False
15n006367,True,False,True,False
15n006368,True,False,True,False
15n006369,False,True,False,False
15n006370,True,False,True,False
15n006371,True,False,True,False
15n006372,True,False,True,False
15n006373,False,True,False,False
15n006374,True,False,True,False
15n006375,True,False,True,False
15n006376,True,False,True,False
15n006377,True,False,True,False
15n006378,False,True,False,False
15n006379,True,False,True,False
15n006380,False,True,False,False
15n006381,True,False,True,False
15n006382,True,False,True,False
15n006383,False,True,False,False
15n006384,True,False,True,False
15n006385,True,False,True,False
15n006386,True,False,True,False
15n006387,True,False,True,False
15n006388,False,True,False,False
15n006389,False,True,False,False
15n006390,False,True,False,False
15n006391,True,False,True,False
15n006392,False,True,False,False
15n006393,True,False,True,False
15n006394,True,False,True,False
15n006395,True,False,True,False
15n006396,True,False,True,False
15n006397,True,False,True,False
15n006398,False,True,False,False
15n006399,False,True,False,False
15n006400,True,False,True,False
15n006401,True,False,True,False
15n006402,True,False,True,False
15n006403,True,False,True,False
15n006404,False,True,False,False
15n006405,True,False,True,False
15n006406,True,False,True,False
15n006407,True,False,True,False
15n006408,True,False,True,False
15n006409,True,False,True,False
15n006410,True,False,True,False
15n006411,True,False,True,False
15n006412,False,True,False,False
15n006413,True,False,True,False
15n006414,False,True,False,False
15n006415,True,False,True,False
15n006416,True,False,True,False
15n006417,True,False,True,False
15n006418,False,True,False,False
15n006419,False,True,False,False
15n006420,True,False,True,False
15n006421,True,False,True,False
15n006422,False,True,False,False
15n006423,True,False,True,False
15n006424,True,False,True,False
15n006425,True,False,True,False
15n006426,False,True,False,False
15n006427,False,True,False,False
15n006428,True,False,True,False
15n006429,True,False,True,False
15n006430,True,False,True,False
15n006431,True,False,True,False
15n006432,True,False,True,False
15n006433,True,False,True,False
15n006434,True,False,True,False
15n006435,True,False,True,False
15n006436,False,True,False,False
15n006437,True,False,True,False
15n006438,True,False,True,False
15n006439,True,False,True,False
15n006440,True,False,True,False
15n006441,True,False,True,False
15n006442,True,False,True,False
15n006443,True,False,True,False
15n006444,True,False,True,False
15n006445,True,False,True,False
15n006446,True,False,True,False
15n006447,True,False,True,False
15n006448,True,False,True,False
15n006449,True,True,True,True
15n006450,True,False,True,False
15n006451,True,False,True,False
15n006452,True,False,True,False
15n006453,True,False,True,False
15n006454,True,False,True,False
15n006455,True,False,True,False
15n006456,False,True,False,False
15n006457,True,False,True,False
15n006458,True,False,True,False
15n006459,True,False,True,False
15n006460,True,False,True,False
15n006461,True,False,True,False
15n006462,True,False,True,False
15n006463,True,False,True,False
15n006464,False,True,False,False
15n006465,False,True,False,False
15n006466,True,False,True,False
15n006467,True,False,True,False
15n006468,True,False,True,False
15n006469,False,True,False,False
15n006470,True,False,True,False
15n006471,True,False,True,False
15n006472,True,False,True,False
15n006473,True,False,True,False
15n006474,True,False,True,False
15n006475,True,False,True,False
15n006476,False,True,False,False
15n006477,True,False,True,False
15n006478,False,True,False,False
15n006479,True,False,True,False
15n006480,True,False,True,False
15n006481,True,False,True,False
15n006482,True,False,True,False
15n006483,True,False,True,False
15n006484,True,False,True,False
15n006485,True,False,True,False
15n006486,False,True,False,False
15n006487,False,True,False,False
15n006488,True,False,True,False
15n006489,True,False,True,False
15n006490,True,False,True,False
15n006491,True,False,True,False
15n006492,True,False,True,False
15n006493,True,False,True,False
15n006494,True,False,True,False
15n006495,True,False,True,False
15n006496,True,False,True,False
15n006497,False,True,False,False
15n006498,True,False,True,False
15n006499,True,False,True,False
15n006500,True,False,True,False
15n006501,True,False,True,False
15n006502,True,False,True,False
15n006503,True,False,True,False
15n006504,True,False,True,False
15n006505,False,True,False,False
15n006506,True,False,True,False
15n006507,False,True,False,False
15n006508,False,True,False,False
15n006509,True,False,True,False
15n006510,True,False,True,False
15n006511,True,False,True,False
15n006512,True,False,True,False
15n006513,True,False,True,False
15n006514,True,False,True,False
15n006515,True,False,True,False
15n006516,True,False,True,False
15n006517,False,True,False,False
15n006518,True,False,True,False
15n006519,True,False,True,False
15n006520,True,False,True,False
15n006521,False,True,False,False
15n006522,True,False,True,False
15n006523,False,True,False,False
15n006524,True,False,True,False
15n006525,True,False,True,False
15n006526,True,False,True,False
15n006527,True,False,True,False
15n006528,True,False,True,False
15n006529,True,False,True,False
15n006530,True,False,True,False
15n006531,False,True,False,False
15n006532,True,False,True,False
15n006533,True,False,True,False
15n006534,True,False,True,False
15n006535,True,False,True,False
15n006536,True,False,True,False
15n006537,False,True,False,False
15n006538,True,False,True,False
15n006539,True,False,True,False
15n006540,True,False,True,False
15n006541,True,False,True,False
15n006542,True,False,True,False
15n006543,True,False,True,False
15n006544,False,True,False,False
15n006545,True,False,True,False
15n006546,True,False,True,False
15n006547,True,False,True,False
15n006548,True,False,True,False
15n006549,True,False,True,False
15n006550,True,False,True,False
15n006551,False,True,False,False
15n006552,True,False,True,False
15n006553,True,False,True,False
15n006554,True,False,True,False
15n006555,False,True,False,False
15n006556,True,False,True,False
15n006557,True,False,True,False
15n006558,True,False,True,False
15n006559,True,False,True,False
15n006560,True,False,True,False
15n006561,True,False,True,False
15n006562,True,False,True,False
15n006563,True,False,True,False
15n006564,True,False,True,False
15n006565,True,False,True,False
15n006566,False,True,False,False
15n006567,True,False,True,False
15n006568,True,False,True,False
15n006569,True,False,True,False
15n006570,True,False,True,False
15n006571,True,False,True,False
15n006572,True,False,True,False
15n006573,True,False,True,False
15n006574,True,False,True,False
15n006575,True,False,True,False
15n006576,False,True,False,False
15n006577,True,False,True,False
15n006578,False,True,False,False
15n006579,True,False,True,False
15n006580,True,False,True,False
15n006581,True,False,True,False
15n006582,True,False,True,False
15n006583,False,True,False,False
15n006584,True,False,True,False
15n006585,True,False,True,False
15n006586,False,True,False,False
15n006587,True,False,True,False
15n006588,True,False,True,False
15n006589,True,False,True,False
15n006590,True,False,True,False
15n006591,True,False,True,False
15n006592,True,False,True,False
15n006593,True,False,True,False
15n006594,True,False,True,False
15n006595,True,False,True,False
15n006596,False,True,False,False
15n006597,False,True,False,False
15n006598,True,False,True,False
15n006599,True,False,True,False
15n006600,True,False,True,False
15n006601,True,False,True,False
15n006602,True,False,True,False
15n006603,True,False,True,False
15n006604,True,False,True,False
15n006605,True,False,True,False
15n006606,False,True,False,False
15n006607,True,False,True,False
15n006608,False,True,False,False
15n006609,True,False,True,False
15n006610,True,False,True,False
15n006611,True,False,True,False
15n006612,False,True,False,False
15n006613,True,False,True,False
15n006614,True,False,True,False
15n006615,True,False,True,False
15n006616,True,False,True,False
15n006617,True,False,True,False
15n006618,True,False,True,False
15n006619,True,False,True,False
15n006620,False,True,False,False
15n006621,False,True,False,False
15n006622,True,False,True,False
15n006623,True,False,True,False
15n006624,True,False,True,False
15n006625,True,False,True,False
15n006626,True,False,True,False
15n006627,True,False,True,False
15n006628,True,False,True,False
15n006629,True,False,True,False
15n006630,True,False,True,False
15n006631,True,False,True,False
15n006632,False,True,False,False
15n006633,True,False,True,False
15n006634,False,True,False,False
15n006635,True,False,True,False
15n006636,True,False,True,False
15n006637,True,False,True,False
15n006638,True,False,True,False
15n006639,True,False,True,False
15n006640,True,False,True,False
15n006641,True,False,True,False
15n006642,False,True,False,False
15n006643,True,False,True,False
15n006644,True,False,True,False
15n006645,True,False,True,False
15n006646,False,True,False,False
15n006647,True,False,True,False
15n006648,True,False,True,False
15n006649,True,False,True,False
15n006650,False,True,False,False
15n006651,True,False,True,False
15n006652,True,False,True,False
15n006653,False,True,False,False
15n006654,True,False,True,False
15n006655,True,False,True,False
15n006656,True,False,True,False
15n006657,False,True,False,False
15n006658,True,False,True,False
15n006659,True,False,True,False
15n006660,True,False,True,False
15n006661,True,False,True,False
15n006662,True,False,True,False
15n006663,True,False,True,False
15n006664,False,True,False,False
15n006665,True,False,True,False
15n006666,True,False,True,False
15n006667,False,True,False,False
15n006668,True,False,True,False
15n006669,True,False,True,False
15n006670,True,False,True,False
15n006671,True,False,True,False
15n006672,False,True,False,False
15n006673,True,False,True,False
15n006674,True,False,True,False
15n006675,False,True,False,False
15n006676,True,True,True,True
15n006677,False,True,False,False
15n006678,True,False,True,False
15n006679,True,False,True,False
15n006680,True,False,True,False
15n006681,True,False,True,False
15n006682,True,False,True,False
15n006683,True,False,True,False
15n006684,True,False,True,False
15n006685,False,True,False,False
15n006686,True,False,True,False
15n006687,True,False,True,False
15n006688,True,False,True,False
15n006689,False,True,False,False
15n006690,True,False,True,False
15n006691,True,False,True,False
15n006692,False,True,False,False
15n006693,True,False,True,False
15n006694,False,True,False,False
15n006695,True,False,True,False
15n006696,False,True,False,False
15n006697,True,False,True,False
15n006698,True,False,True,False
15n006699,False,True,False,False
15n006700,True,False,True,False
15n006701,True,False,True,False
15n006702,True,False,True,False
15n006703,False,True,False,False
15n006704,True,False,True,False
15n006705,True,False,True,False
15n006706,False,True,False,False
15n006707,True,False,True,False
15n006708,True,False,True,False
15n006709,False,True,False,False
15n006710,True,False,True,False
15n006711,True,False,True,False
15n006712,False,True,False,False
15n006713,True,False,True,False
15n006714,True,False,True,False
15n006715,True,False,True,False
15n006716,True,False,True,False
15n006717,False,True,False,False
15n006718,True,False,True,False
15n006719,True,False,True,False
15n006720,False,True,False,False
15n006721,True,False,True,False
15n006722,False,True,False,False
15n006723,False,True,False,False
15n006724,True,False,True,False
15n006725,True,False,True,False
15n006726,False,True,False,False
15n006727,True,False,True,False
15n006728,True,False,True,False
15n006729,True,True,True,True
15n006730,False,True,False,False
15n006731,True,False,True,False
15n006732,True,False,True,False
15n006733,True,False,True,False
15n006734,False,True,False,False
15n006735,True,False,True,False
15n006736,False,True,False,False
15n006737,False,True,False,False
15n006738,True,False,True,False
15n006739,True,False,True,False
15n006740,True,False,True,False
15n006741,True,False,True,False
15n006742,True,False,True,False
15n006743,False,True,False,False
15n006744,True,False,True,False
15n006745,True,False,True,False
15n006746,True,False,True,False
15n006747,True,False,True,False
15n006748,True,False,True,False
15n006749,True,False,True,False
15n006750,False,True,False,False
15n006751,True,False,True,False
15n006752,True,False,True,False
15n006753,True,False,True,False
15n006754,False,True,False,False
15n006755,True,False,True,False
15n006756,True,False,True,False
15n006757,False,True,False,False
15n006758,True,False,True,False
15n006759,True,False,True,False
15n006760,True,False,True,False
15n006761,True,False,True,False
15n006762,True,False,True,False
15n006763,True,False,True,False
15n006764,True,False,True,False
15n006765,False,True,False,False
15n006766,True,False,True,False
15n006767,False,True,False,False
15n006768,True,False,True,False
15n006769,False,True,False,False
15n006770,True,False,True,False
15n006771,True,False,True,False
15n006772,False,True,False,False
15n006773,True,False,True,False
15n006774,True,False,True,False
15n006775,True,False,True,False
15n006776,False,True,False,False
15n006777,True,False,True,False
15n006778,False,True,False,False
15n006779,True,False,True,False
15n006780,True,False,True,False
15n006781,True,False,True,False
15n006782,True,False,True,False
15n006783,True,False,True,False
15n006784,True,False,True,False
15n006785,True,False,True,False
15n006786,False,True,False,False
15n006787,True,False,True,False
15n006788,True,False,True,False
15n006789,True,False,True,False
15n006790,True,False,True,False
15n006791,True,False,True,False
15n006792,True,True,True,True
15n006793,True,False,True,False
15n006794,True,False,True,False
15n006795,True,False,True,False
15n006796,True,False,True,False
15n006797,True,False,True,False
15n006798,True,False,True,False
15n006799,False,True,False,False
15n006800,False,True,False,False
15n006801,True,False,True,False
15n006802,True,False,True,False
15n006803,True,False,True,False
15n006804,False,True,False,False
15n006805,True,False,True,False
15n006806,True,False,True,False
15n006807,True,False,True,False
15n006808,False,True,False,False
15n006809,True,False,True,False
15n006810,True,False,True,False
15n006811,True,False,True,False
15n006812,False,True,False,False
15n006813,True,False,True,False
15n006814,True,False,True,False
15n006815,True,False,True,False
15n006816,True,False,True,False
15n006817,True,False,True,False
15n006818,False,True,False,False
15n006819,True,False,True,False
15n006820,True,False,True,False
15n006821,True,False,True,False
15n006822,True,False,True,False
15n006823,True,False,True,False
15n006824,True,False,True,False
15n006825,True,False,True,False
15n006826,False,True,False,False
15n006827,False,True,False,False
15n006828,True,False,True,False
15n006829,True,False,True,False
15n006830,True,False,True,False
15n006831,True,False,True,False
15n006832,False,True,False,False
15n006833,False,True,False,False
15n006834,True,False,True,False
15n006835,True,False,True,False
15n006836,True,False,True,False
15n006837,True,False,True,False
15n006838,True,False,True,False
15n006839,True,False,True,False
15n006840,True,False,True,False
15n006841,True,False,True,False
15n006842,True,False,True,False
15n006843,False,True,False,False
15n006844,True,False,True,False
15n006845,True,False,True,False
15n006846,True,False,True,False
15n006847,True,False,True,False
15n006848,True,False,True,False
15n006849,True,False,True,False
15n006850,True,False,True,False
15n006851,False,True,False,False
15n006852,True,False,True,False
15n006853,False,True,False,False
15n006854,False,True,False,False
15n006855,True,False,True,False
15n006856,True,False,True,False
15n006857,True,False,True,False
15n006858,True,False,True,False
15n006859,True,False,True,False
15n006860,True,False,True,False
15n006861,True,False,True,False
15n006862,False,True,False,False
15n006863,True,False,True,False
15n006864,False,True,False,False
15n006865,True,False,True,False
15n006866,False,True,False,False
15n006867,True,False,True,False
15n006868,True,False,True,False
15n006869,False,True,False,False
15n006870,True,False,True,False
15n006871,True,False,True,False
15n006872,True,False,True,False
15n006873,False,True,False,False
15n006874,True,False,True,False
15n006875,True,False,True,False
15n006876,False,True,False,False
15n006877,True,False,True,False
15n006878,True,False,True,False
15n006879,True,False,True,False
15n006880,True,False,True,False
15n006881,True,False,True,False
15n006882,True,False,True,False
15n006883,True,False,True,False
15n006884,True,False,True,False
15n006885,True,False,True,False
15n006886,True,False,True,False
15n006887,True,False,True,False
15n006888,True,False,True,False
15n006889,True,False,True,False
15n006890,True,False,True,False
15n006891,False,True,False,False
15n006892,False,True,False,False
15n006893,False,True,False,False
15n006894,True,False,True,False
15n006895,True,False,True,False
15n006896,True,False,True,False
15n006897,False,True,False,False
15n006898,True,False,True,False
15n006899,True,False,True,False
15n006900,False,True,False,False
15n006901,True,False,True,False
15n006902,False,True,False,False
15n006903,True,False,True,False
15n006904,False,True,False,False
15n006905,True,False,True,False
15n006906,True,False,True,False
15n006907,True,True,True,True
15n006908,False,True,False,False
15n006909,True,False,True,False
15n006910,True,False,True,False
15n006911,True,False,True,False
15n006912,False,True,False,False
15n006913,True,False,True,False
15n006914,False,True,False,False
15n006915,False,True,False,False
15n006916,True,False,True,False
15n006917,True,False,True,False
15n006918,True,False,True,False
15n006919,True,False,True,False
15n006920,True,False,True,False
15n006921,True,False,True,False
15n006922,True,False,True,False
15n006923,False,True,False,False
15n006924,True,False,True,False
15n006925,True,False,True,False
15n006926,True,False,True,False
15n006927,False,True,False,False
15n006928,True,False,True,False
15n006929,False,True,False,False
15n006930,True,False,True,False
15n006931,True,False,True,False
15n006932,False,True,False,False
15n006933,True,False,True,False
15n006934,True,False,True,False
15n006935,True,False,True,False
15n006936,True,False,True,False
15n006937,True,False,True,False
15n006938,True,False,True,False
15n006939,True,False,True,False
15n006940,True,False,True,False
15n006941,False,True,False,False
15n006942,True,False,True,False
15n006943,True,False,True,False
15n006944,False,True,False,False
15n006945,True,False,True,False
15n006946,True,False,True,False
15n006947,True,False,True,False
15n006948,True,False,True,False
15n006949,True,False,True,False
15n006950,False,True,False,False
15n006951,True,False,True,False
15n006952,True,False,True,False
15n006953,True,False,True,False
15n006954,False,True,False,False
15n006955,True,False,True,False
15n006956,False,True,False,False
15n006957,True,False,True,False
15n006958,True,False,True,False
15n006959,True,False,True,False
15n006960,False,True,False,False
15n006961,False,True,False,False
15n006962,True,False,True,False
15n006963,True,False,True,False
15n006964,True,False,True,False
15n006965,True,False,True,False
15n006966,True,False,True,False
15n006967,True,False,True,False
15n006968,True,False,True,False
15n006969,True,False,True,False
15n006970,True,False,True,False
15n006971,True,False,True,False
15n006972,True,False,True,False
15n006973,True,False,True,False
15n006974,True,False,True,False
15n006975,True,False,True,False
15n006976,True,False,True,False
15n006977,True,False,True,False
15n006978,True,False,True,False
15n006979,True,False,True,False
15n006980,True,False,True,False
15n006981,True,False,True,False
15n006982,True,False,True,False
15n006983,True,False,True,False
15n006984,True,False,True,False
15n006985,False,True,False,False
15n006986,True,False,True,False
15n006987,True,False,True,False
15n006988,True,False,True,False
15n006989,True,False,True,False
15n006990,True,False,True,False
15n006991,True,False,True,False
15n006992,True,False,True,False
15n006993,True,False,True,False
15n006994,True,False,True,False
15n006995,True,False,True,False
15n006996,True,False,True,False
15n006997,True,False,True,False
15n006998,True,False,True,False
15n006999,True,False,True,False
15n007000,True,False,True,False
15n007001,True,False,True,False
15n007002,True,False,True,False
15n007003,True,False,True,False
15n007004,True,False,True,False
15n007005,True,False,True,False
15n007006,True,False,True,False
15n007007,False,True,False,False
15n007008,True,False,True,False
15n007009,False,True,False,False
15n007010,True,False,True,False
15n007011,True,False,True,False
15n007012,True,False,True,False
15n007013,False,True,False,False
15n007014,False,True,False,False
15n007015,True,False,True,False
15n007016,True,False,True,False
15n007017,True,False,True,False
15n007018,True,False,True,False
15n007019,True,False,True,False
15n007020,True,False,True,False
15n007021,True,False,True,False
15n007022,True,False,True,False
15n007023,True,False,True,False
15n007024,True,False,True,False
15n007025,False,True,False,False
15n007026,False,True,False,False
15n007027,True,False,True,False
15n007028,True,False,True,False
15n007029,True,False,True,False
15n007030,False,True,False,False
15n007031,False,True,False,False
15n007032,True,False,True,False
15n007033,True,False,True,False
15n007034,True,False,True,False
15n007035,True,False,True,False
15n007036,True,False,True,False
15n007037,True,False,True,False
15n007038,True,False,True,False
15n007039,True,False,True,False
15n007040,False,True,False,False
15n007041,True,False,True,False
15n007042,False,True,False,False
15n007043,False,True,False,False
15n007044,True,False,True,False
15n007045,True,False,True,False
15n007046,True,False,True,False
15n007047,True,False,True,False
15n007048,True,False,True,False
15n007049,True,False,True,False
15n007050,True,False,True,False
15n007051,True,False,True,False
15n007052,False,True,False,False
15n007053,True,False,True,False
15n007054,True,False,True,False
15n007055,True,False,True,False
15n007056,True,False,True,False
15n007057,True,False,True,False
15n007058,True,False,True,False
15n007059,True,False,True,False
15n007060,True,False,True,False
15n007061,True,False,True,False
15n007062,False,True,False,False
15n007063,False,True,False,False
15n007064,True,False,True,False
15n007065,False,True,False,False
15n007066,True,False,True,False
15n007067,True,False,True,False
15n007068,True,False,True,False
15n007069,False,True,False,False
15n007070,False,True,False,False
15n007071,True,False,True,False
15n007072,False,True,False,False
15n007073,False,True,False,False
15n007074,False,True,False,False
15n007075,False,True,False,False
15n007076,True,False,True,False
15n007077,True,False,True,False
15n007078,True,False,True,False
15n007079,True,False,True,False
15n007080,True,False,True,False
15n007081,True,False,True,False
15n007082,True,False,True,False
15n007083,True,False,True,False
15n007084,True,False,True,False
15n007085,True,False,True,False
15n007086,True,False,True,False
15n007087,True,False,True,False
15n007088,False,True,False,False
15n007089,True,False,True,False
15n007090,True,False,True,False
15n007091,True,False,True,False
15n007092,True,False,True,False
15n007093,True,False,True,False
15n007094,True,False,True,False
15n007095,True,False,True,False
15n007096,True,False,True,False
15n007097,True,False,True,False
15n007098,True,False,True,False
15n007099,True,False,True,False
15n007100,True,False,True,False
15n007101,True,False,True,False
15n007102,True,False,True,False
15n007103,True,False,True,False
15n007104,False,True,False,False
15n007105,False,True,False,False
15n007106,True,False,True,False
15n007107,True,False,True,False
15n007108,True,False,True,False
15n007109,False,True,False,False
15n007110,True,False,True,False
15n007111,True,False,True,False
15n007112,True,False,True,False
15n007113,False,True,False,False
15n007114,True,False,True,False
15n007115,False,True,False,False
15n007116,True,False,True,False
15n007117,True,False,True,False
15n007118,False,True,False,False
15n007119,True,False,True,False
15n007120,False,True,False,False
15n007121,True,False,True,False
15n007122,True,False,True,False
15n007123,False,True,False,False
15n007124,True,False,True,False
15n007125,False,True,False,False
15n007126,True,False,True,False
15n007127,False,True,False,False
15n007128,True,False,True,False
15n007129,True,False,True,False
15n007130,True,False,True,False
15n007131,True,False,True,False
15n007132,True,False,True,False
15n007133,False,True,False,False
15n007134,True,False,True,False
15n007135,True,False,True,False
15n007136,True,False,True,False
15n007137,True,False,True,False
15n007138,True,False,True,False
15n007139,True,False,True,False
15n007140,True,False,True,False
15n007141,True,False,True,False
15n007142,True,False,True,False
15n007143,False,True,False,False
15n007144,True,False,True,False
15n007145,False,True,False,False
15n007146,True,False,True,False
15n007147,False,True,False,False
15n007148,True,False,True,False
15n007149,True,False,True,False
15n007150,True,False,True,False
15n007151,False,True,False,False
15n007152,True,False,True,False
15n007153,True,False,True,False
15n007154,True,False,True,False
15n007155,False,True,False,False
15n007156,True,False,True,False
15n007157,False,True,False,False
15n007158,True,False,True,False
15n007159,True,False,True,False
15n007160,True,False,True,False
15n007161,False,True,False,False
15n007162,True,False,True,False
15n007163,True,False,True,False
15n007164,False,True,False,False
15n007165,True,False,True,False
15n007166,True,False,True,False
15n007167,False,True,False,False
15n007168,True,False,True,False
15n007169,True,False,True,False
15n007170,False,True,False,False
15n007171,True,False,True,False
15n007172,True,False,True,False
15n007173,False,True,False,False
15n007174,True,False,True,False
15n007175,False,True,False,False
15n007176,True,False,True,False
15n007177,True,False,True,False
15n007178,False,True,False,False
15n007179,True,False,True,False
15n007180,False,True,False,False
15n007181,True,False,True,False
15n007182,True,False,True,False
15n007183,True,False,True,False
15n007184,False,True,False,False
15n007185,True,False,True,False
15n007186,False,True,False,False
15n007187,True,False,True,False
15n007188,True,False,True,False
15n007189,True,False,True,False
15n007190,True,False,True,False
15n007191,True,False,True,False
15n007192,True,False,True,False
15n007193,False,True,False,False
15n007194,True,False,True,False
15n007195,True,False,True,False
15n007196,True,False,True,False
15n007197,True,False,True,False
15n007198,False,True,False,False
15n007199,False,True,False,False
15n007200,True,False,True,False
15n007201,False,True,False,False
15n007202,True,False,True,False
15n007203,False,True,False,False
15n007204,True,False,True,False
15n007205,True,False,True,False
15n007206,True,False,True,False
15n007207,False,True,False,False
15n007208,True,False,True,False
15n007209,False,True,False,False
15n007210,False,True,False,False
15n007211,True,False,True,False
15n007212,False,True,False,False
15n007213,True,False,True,False
15n007214,True,False,True,False
15n007215,True,False,True,False
15n007216,True,False,True,False
15n007217,True,False,True,False
15n007218,True,False,True,False
15n007219,True,False,True,False
15n007220,False,True,False,False
15n007221,False,True,False,False
15n007222,True,False,True,False
15n007223,True,False,True,False
15n007224,True,False,True,False
15n007225,True,False,True,False
15n007226,True,False,True,False
15n007227,False,True,False,False
15n007228,True,False,True,False
15n007229,False,True,False,False
15n007230,True,False,True,False
15n007231,True,False,True,False
15n007232,True,False,True,False
15n007233,True,False,True,False
15n007234,True,False,True,False
15n007235,True,False,True,False
15n007236,True,False,True,False
15n007237,False,True,False,False
15n007238,True,False,True,False
15n007239,False,True,False,False
15n007240,True,False,True,False
15n007241,True,False,True,False
15n007242,False,True,False,False
15n007243,True,False,True,False
15n007244,True,False,True,False
15n007245,True,False,True,False
15n007246,True,False,True,False
15n007247,False,True,False,False
15n007248,True,False,True,False
15n007249,False,True,False,False
15n007250,True,False,True,False
15n007251,True,False,True,False
15n007252,True,False,True,False
15n007253,False,True,False,False
15n007254,True,False,True,False
15n007255,True,False,True,False
15n007256,False,True,False,False
15n007257,False,True,False,False
15n007258,False,True,False,False
15n007259,True,False,True,False
15n007260,True,False,True,False
15n007261,True,False,True,False
15n007262,True,False,True,False
15n007263,False,True,False,False
15n007264,True,False,True,False
15n007265,True,False,True,False
15n007266,True,False,True,False
15n007267,True,False,True,False
15n007268,False,True,False,False
15n007269,False,True,False,False
15n007270,True,False,True,False
15n007271,False,True,False,False
15n007272,True,False,True,False
15n007273,True,False,True,False
15n007274,True,False,True,False
15n007275,False,True,False,False
15n007276,True,False,True,False
15n007277,True,False,True,False
15n007278,True,False,True,False
15n007279,True,False,True,False
15n007280,True,False,True,False
15n007281,True,False,True,False
15n007282,True,False,True,False
15n007283,True,False,True,False
15n007284,False,True,False,False
15n007285,True,False,True,False
15n007286,True,False,True,False
15n007287,False,True,False,False
15n007288,True,False,True,False
15n007289,True,False,True,False
15n007290,True,False,True,False
15n007291,False,True,False,False
15n007292,True,False,True,False
15n007293,False,True,False,False
15n007294,True,False,True,False
15n007295,True,False,True,False
15n007296,True,False,True,False
15n007297,False,True,False,False
15n007298,False,True,False,False
15n007299,True,False,True,False
15n007300,True,False,True,False
15n007301,False,True,False,False
15n007302,True,False,True,False
15n007303,True,False,True,False
15n007304,True,False,True,False
15n007305,True,False,True,False
15n007306,True,False,True,False
15n007307,True,False,True,False
15n007308,False,True,False,False
15n007309,False,True,False,False
15n007310,True,False,True,False
15n007311,True,False,True,False
15n007312,True,False,True,False
15n007313,True,False,True,False
15n007314,True,False,True,False
15n007315,True,False,True,False
15n007316,True,False,True,False
15n007317,True,False,True,False
15n007318,False,True,False,False
15n007319,True,False,True,False
15n007320,False,True,False,False
15n007321,True,False,True,False
15n007322,False,True,False,False
15n007323,True,False,True,False
15n007324,True,False,True,False
15n007325,False,True,False,False
15n007326,True,False,True,False
15n007327,True,False,True,False
15n007328,True,False,True,False
15n007329,True,False,True,False
15n007330,False,True,False,False
15n007331,False,True,False,False
15n007332,False,True,False,False
15n007333,True,False,True,False
15n007334,False,True,False,False
15n007335,True,False,True,False
15n007336,True,False,True,False
15n007337,True,False,True,False
15n007338,False,True,False,False
15n007339,True,False,True,False
15n007340,True,False,True,False
15n007341,True,False,True,False
15n007342,True,False,True,False
15n007343,True,False,True,False
15n007344,False,True,False,False
15n007345,False,True,False,False
15n007346,False,True,False,False
15n007347,True,False,True,False
15n007348,True,False,True,False
15n007349,True,False,True,False
15n007350,False,True,False,False
15n007351,False,True,False,False
15n007352,True,False,True,False
15n007353,False,True,False,False
15n007354,True,False,True,False
15n007355,True,False,True,False
15n007356,True,False,True,False
15n007357,True,False,True,False
15n007358,True,False,True,False
15n007359,True,False,True,False
15n007360,True,False,True,False
